business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id_x,stars_y,useful,funny,cool,text_x,date_x,date_y,user_id_y,text_y,date,compliment_count,restaurant_id,cuisine_type,rating,restaurant_name,location
,Late Lateefe,"Preet Vihar, New Delhi",New Delhi,,,28.6327398,77.2860621,,44.0,,,,,,,,,,,,,,,,,,18380143.0,"North Indian, Mughlai, Chinese",3.5,,
,Mr. Brown,"Plot 10, LSC Rajdhani Enclave Market, Preet Vihar, New Delhi",New Delhi,,,28.642482,77.2960691,,50.0,,,,,,,,,,,,,,,,,,18254520.0,"Bakery, Desserts, Fast Food",3.7,,
,The Riding Guns Cafe,"A Block Market, Preet Vihar, New Delhi",New Delhi,,,28.6345491,77.2912335,,100.0,,,,,,,,,,,,,,,,,,18222554.0,Cafe,3.6,,
,Baskin Robbins,"G-17 and 18, New Rajdhani Enclave, Preet Vihar, New Delhi",New Delhi,,,28.642713,77.294171,,1.0,,,,,,,,,,,,,,,,,,18462589.0,Ice Cream,0.0,,
,Chai Garam,"Shop-16, Plot-10, LSC Rajdhani Enclave, Near Preet  Vihar Metro Station, Preet Vihar, New Delhi",New Delhi,,,28.642748,77.2963039,,2.0,,,,,,,,,,,,,,,,,,18336474.0,"Tea, Beverages, Fast Food",0.0,,
,Chilli Tadka,"G-1, Ashish Complex, New Rajdhani Enclave, Preet Vihar, New Delhi",New Delhi,,,28.6425644,77.2959276,,3.0,,,,,,,,,,,,,,,,,,18336477.0,North Indian,0.0,,
,Colours of Biryani,"G-6, Ashish Complex 2, New Rajdhani Enclave, Opposite Preet Vihar Metro Station, Vikas Marg, Preet Vihar, New Delhi",New Delhi,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,18382047.0,Mughlai,0.0,,
,Fc Katyal,"G-32, LSC Market, New Rajdhani Enclave, Preet Vihar, New Delhi",New Delhi,,,28.6424671,77.2959775,,0.0,,,,,,,,,,,,,,,,,,18441566.0,Chinese,0.0,,
,Food State,"Aditya Complex, Metro Pillar 106, Vikas Marg, Preet Vihar, New Delhi",New Delhi,,,28.6405983,77.2943559,,0.0,,,,,,,,,,,,,,,,,,18441669.0,North Indian,0.0,,
,Giani,"126, Rajdhani Enclave, Preet Vihar, New Delhi",New Delhi,,,28.6427625,77.2963876,,1.0,,,,,,,,,,,,,,,,,,18396358.0,"Ice Cream, Desserts",0.0,,
,Gupta Eating Corner,"18, G-1, Vardhman Tower, Commercial Complex, Preet Vihar, New Delhi",New Delhi,,,28.6394682,77.2942644,,2.0,,,,,,,,,,,,,,,,,,6248.0,North Indian,0.0,,
,Hot 'N' Cool,"Shop 105, A Block Market, Behind Nirulas, Preet Vihar, New Delhi",New Delhi,,,28.6342767,77.2909535,,0.0,,,,,,,,,,,,,,,,,,308832.0,"Fast Food, Italian",0.0,,
,Hot Joint Fast Food,"Near PSK, Shankar Vihar, Opposite Pillar 70, Preet Vihar, New Delhi",New Delhi,,,28.6378195,77.2885921,,0.0,,,,,,,,,,,,,,,,,,18421030.0,Chinese,0.0,,
,Murliwala Bakers,"Shop 1, DDA Market, Defence Enclave, Preet Vihar, New Delhi",New Delhi,,,28.640916,77.2907846,,0.0,,,,,,,,,,,,,,,,,,18378016.0,"Fast Food, Bakery",0.0,,
,New Garden Hut,"Parking Area, Aditya Complex, Preet Vihar, New Delhi",New Delhi,,,28.6401732,77.2941345,,0.0,,,,,,,,,,,,,,,,,,310889.0,"Chinese, Fast Food",0.0,,
,Perfect Party Chef,"A Block Market, Behind Nirula's, Preet Vihar, New Delhi",New Delhi,,,28.634274,77.2910726,,1.0,,,,,,,,,,,,,,,,,,308837.0,"Fast Food, Chinese",0.0,,
,R.S. Chinese Food,"2, A Block Market, Preet Vihar, New Delhi",New Delhi,,,28.6342674,77.2909771,,0.0,,,,,,,,,,,,,,,,,,18441685.0,Fast Food,0.0,,
,Rama Fast Food,"Jagdamba Tower, Preet Vihar, New Delhi",New Delhi,,,28.6398152,77.2945991,,0.0,,,,,,,,,,,,,,,,,,6249.0,North Indian,0.0,,
,Shanghai Chinese Food,"Mahavir Swami Park, Opposite Aditya Arcade, Preet Vihar, New Delhi",New Delhi,,,28.6393314,77.2957374,,1.0,,,,,,,,,,,,,,,,,,312860.0,Chinese,0.0,,
,Teens Cafe Fast Food,"G-19, Plot 10, Local Shopping Complex, Preet Vihar, New Delhi",New Delhi,,,28.6428518,77.2959899,,0.0,,,,,,,,,,,,,,,,,,18378023.0,Chinese,0.0,,
,The Tandoor Hut,"Plot 10, LSC, DDA Commercial Complex, New Rajdhani Enclave, Preet Vihar, New Delhi",New Delhi,,,28.6425454,77.296024,,2.0,,,,,,,,,,,,,,,,,,18107855.0,"North Indian, Mughlai",0.0,,
,The Taste of Tandoor,"Shop 12, LSC Market, A Block, Preet Vihar, New Delhi",New Delhi,,,28.634305,77.2909616,,0.0,,,,,,,,,,,,,,,,,,18396955.0,North Indian,0.0,,
,The Chinese Hut,"Plot 10, LSC, DDA Commercial Complex, New Rajdhani Enclave, Preet Vihar, New Delhi",New Delhi,,,28.6425109,77.2959279,,62.0,,,,,,,,,,,,,,,,,,310896.0,"Chinese, North Indian",2.4,,
,Linx - Premier Inn,"Premier Inn, District Centre, Shalimar Bagh, New Delhi",New Delhi,,,28.725814,77.144054,,32.0,,,,,,,,,,,,,,,,,,5446.0,"North Indian, Chinese",3.0,,
,The 87 - Premier Inn,"Premier Inn, District Centre, Shalimar Bagh, New Delhi",New Delhi,,,28.725814,77.144054,,18.0,,,,,,,,,,,,,,,,,,5448.0,North Indian,3.1,,
,Stallion - Pride Plaza Hotel,"Pride Plaza Hotel, 5-A, Hospitality District, Aerocity, New Delhi",New Delhi,,,28.552711,77.122934,,7.0,,,,,,,,,,,,,,,,,,18408062.0,North Indian,3.1,,
,Aqua Grill - Pride Plaza Hotel,"Pride Plaza Hotel, 5A, Hospitality District, Aerocity, New Delhi",New Delhi,,,28.552732,77.12289,,0.0,,,,,,,,,,,,,,,,,,18415386.0,"Continental, North Indian",0.0,,
,Mr. Confectioner - Pride Plaza Hotel,"Pride Plaza Hotel, Hospitality District, Aerocity, New Delhi",New Delhi,,,28.552711,77.122934,,0.0,,,,,,,,,,,,,,,,,,18397621.0,Bakery,0.0,,
,Aditya's Kulcha Express,"1/51, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.6700104,77.1331919,,18.0,,,,,,,,,,,,,,,,,,18369301.0,Street Food,3.3,,
,Allterian By Chanson,"1, Ground Floor, Shanti Store Market, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66622877,77.12556068,,140.0,,,,,,,,,,,,,,,,,,309383.0,"Continental, Italian",3.4,,
,Amuse Lounge,"1st Floor, Building 6, Central Market, Punjabi Bagh, New Delhi",New Delhi,,,28.67063315,77.13308394,,49.0,,,,,,,,,,,,,,,,,,310801.0,"Fast Food, Chinese, North Indian",3.3,,
,Bikanervala,"28, NWA Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66660385,77.1215605,,129.0,,,,,,,,,,,,,,,,,,495.0,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",3.2,,
,Cakes Dot Com,"614, Pocket - 3, Paschim Puri, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66729693,77.11450998,,24.0,,,,,,,,,,,,,,,,,,18241532.0,Bakery,3.2,,
,Chez Papillons by Bonjour Chocolates,"1NWA, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66660532,77.12344006,,10.0,,,,,,,,,,,,,,,,,,18445783.0,Cafe,3.3,,
,Chicago Pizza,"47, North Avenue,  Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66595077,77.12736078,,10.0,,,,,,,,,,,,,,,,,,18352179.0,Pizza,2.6,,
,Choco Doux,"37, North Avenue Road,  West, Punjabi Bagh, New Delhi",New Delhi,,,28.66690979,77.12029751,,8.0,,,,,,,,,,,,,,,,,,309309.0,"Bakery, Desserts",3.1,,
,Cocoberry,"2, Ground Floor, North West Avenue, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",New Delhi,,,28.66653148,77.12341726,,50.0,,,,,,,,,,,,,,,,,,8272.0,Desserts,3.2,,
,Curries N More,"17, Central Market, Behind HDFC Bank, Punjabi Bagh, New Delhi",New Delhi,,,28.67067669,77.13267021,,25.0,,,,,,,,,,,,,,,,,,1998.0,"North Indian, Mughlai",3.2,,
,Dili's Chawla Chik Inn,"2/81, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66598342,77.12687194,,45.0,,,,,,,,,,,,,,,,,,1120.0,North Indian,3.1,,
,Dimsum Vs Sushi,"S-2, Bhagwan Das Nagar, East Punjabi Bagh, New Delhi",New Delhi,,,28.66921407,77.14631662,,24.0,,,,,,,,,,,,,,,,,,18369772.0,"Japanese, Chinese",3.4,,
,Domino's Pizza,"27-28, Central Market West, Punjabi Bagh, New Delhi",New Delhi,,,28.67114118,77.13436034,,112.0,,,,,,,,,,,,,,,,,,216.0,"Pizza, Fast Food",3.2,,
,Everest Momos & Chinese Fast Food,"Central Market, Punjabi Bagh, New Delhi",New Delhi,,,28.67047254,77.13409312,,17.0,,,,,,,,,,,,,,,,,,303051.0,Chinese,3.2,,
,Food Plaza,"9, Club Road Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66601166,77.1260123,,23.0,,,,,,,,,,,,,,,,,,6905.0,Chinese,3.2,,
,Giani,"2/81, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66599607,77.12674689,,37.0,,,,,,,,,,,,,,,,,,307551.0,"Ice Cream, Desserts",3.4,,
,Grillz & Gravy,"16, NWA Market, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66570983,77.12598313,,57.0,,,,,,,,,,,,,,,,,,306267.0,"North Indian, Chinese, Mughlai",3.3,,
,Kabab,"23, NWA Market, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66539211,77.12608337,,23.0,,,,,,,,,,,,,,,,,,306170.0,"North Indian, Mughlai",3.2,,
,Khalsa,"50 & 51, New Janta Market, Club Road, Paschim Puri Chowk, Punjabi Bagh, New Delhi",New Delhi,,,28.66676065,77.11728808,,55.0,,,,,,,,,,,,,,,,,,3972.0,North Indian,2.7,,
,Kumar Pastry Shop,"49/43, AKS Complex, Near Standard Charted Bank, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.67093203,77.13452697,,48.0,,,,,,,,,,,,,,,,,,2951.0,"Chinese, Bakery",3.3,,
,Little Chef,"Shop 24, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.67111912,77.13411123,,128.0,,,,,,,,,,,,,,,,,,308242.0,"North Indian, Mughlai, Chinese, Fast Food",3.4,,
,Mafia 2.0,"Shop 1, 1st Floor, Shanti Store Market, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.6661817,77.1255647,,198.0,,,,,,,,,,,,,,,,,,18153553.0,"North Indian, Continental, Italian, Thai, Chinese",3.4,,
,Makhni's,"Punjabi Bagh, New Delhi",New Delhi,,,28.66934925,77.14233086,,78.0,,,,,,,,,,,,,,,,,,311025.0,"North Indian, Mughlai, Chinese",2.7,,
,Moksha,"Plot 3 & 4, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.67092056,77.13278923,,54.0,,,,,,,,,,,,,,,,,,309578.0,"Chinese, North Indian, Italian",3.2,,
,Moti Mahal Delux,"37, Central Market, Punjabi Bagh West, Punjabi Bagh, New Delhi",New Delhi,,,28.67103528,77.13415582,,70.0,,,,,,,,,,,,,,,,,,476.0,"North Indian, Mughlai, Chinese",2.5,,
,Pudding & Pie,"Row 42, Plot 57,  West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66992391,77.13446863,,27.0,,,,,,,,,,,,,,,,,,310359.0,"Bakery, Fast Food",3.0,,
,Republic of Chicken,"1/51, Opposite Central Market, West Punjabi Bagh,  Delhi, Punjabi Bagh, New Delhi",New Delhi,,,28.6701719,77.13310942,,15.0,,,,,,,,,,,,,,,,,,1308.0,"Raw Meats, Fast Food",3.1,,
,Shree Rathnam,"22, Central Market, Punjabi Bagh, New Delhi",New Delhi,,,28.67024103,77.13306617,,111.0,,,,,,,,,,,,,,,,,,301657.0,"South Indian, North Indian, Chinese",3.4,,
,Soo Yung by the backyard,"49, Ground Floor, NWA, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66684831,77.11976878,,84.0,,,,,,,,,,,,,,,,,,309188.0,"Chinese, Thai",3.4,,
,Subway,"31, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.67055843,77.13401467,,167.0,,,,,,,,,,,,,,,,,,8801.0,"American, Fast Food, Salad, Healthy Food",2.6,,
,The Cake Shop,"21-22, NWA Market, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.6656307,77.1260133,,42.0,,,,,,,,,,,,,,,,,,1986.0,"Bakery, Fast Food",3.3,,
,The Night Shift,"Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66650942,77.12363921,,103.0,,,,,,,,,,,,,,,,,,304212.0,North Indian,3.1,,
,The Night Walkers,"Punjabi Bagh, New Delhi",New Delhi,,,28.67075935,77.13329248,,18.0,,,,,,,,,,,,,,,,,,18288046.0,"North Indian, Chinese, Continental, Fast Food",3.4,,
,The Submarine Lounge,"27, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66658796,77.12443449,,148.0,,,,,,,,,,,,,,,,,,18082238.0,"Chinese, North Indian, Continental, Italian",3.4,,
,Tikka Junction,"Shop 15 , Central Market, Punjabi Bagh, New Delhi",New Delhi,,,28.67064904,77.13270139,,27.0,,,,,,,,,,,,,,,,,,18228854.0,"North Indian, Chinese, Mughlai",3.4,,
,Twenty Four Seven,"2, North West Avenue, Club Road, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",New Delhi,,,28.66667416,77.12327108,,24.0,,,,,,,,,,,,,,,,,,303105.0,"Fast Food, North Indian",3.2,,
,WTF - Wraps Toast Fries,"13-A, East Avenue Market, Punjabi Bagh, New Delhi",New Delhi,,,28.66922319,77.14290284,,63.0,,,,,,,,,,,,,,,,,,308067.0,"Chinese, Fast Food, North Indian",3.2,,
,Food Scouts,"Punjabi Bagh, New Delhi",New Delhi,,,28.670435,77.133327,,61.0,,,,,,,,,,,,,,,,,,18420452.0,"North Indian, Chinese, Continental",4.6,,
,Alkakori,"Crossing North Avenue Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",New Delhi,,,28.66642175,77.12789018,,198.0,,,,,,,,,,,,,,,,,,1054.0,"North Indian, Mughlai",3.6,,
,Arabian Delites,"2/80, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66598725,77.1270882,,68.0,,,,,,,,,,,,,,,,,,312634.0,"Lebanese, Arabian",3.6,,
,Blue Water Grille,"12-13, DDA Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66572954,77.12141566,,180.0,,,,,,,,,,,,,,,,,,3516.0,"North Indian, Mughlai, Chinese, Seafood",3.5,,
,Cafe Coffee Day,"Shop 6, 1st Floor, Near Kotak Mahindra Bank, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66621389,77.12603889,,58.0,,,,,,,,,,,,,,,,,,5595.0,Cafe,3.6,,
,D�_ner Grill,"40, North West Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66714249,77.12002393,,75.0,,,,,,,,,,,,,,,,,,18232108.0,"Fast Food, Turkish",3.9,,
,Drinks At Stake - Bar Exchange,"NWA-26, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66681066,77.12182269,,96.0,,,,,,,,,,,,,,,,,,18358681.0,"North Indian, Chinese, Italian, Continental",3.8,,
,Ghungroo Club & Bar - By Gautam Gambhir,"39, NWA Club Road,   Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66655119,77.12365262,,140.0,,,,,,,,,,,,,,,,,,18418237.0,North Indian,3.8,,
,Gupta Chat Corner,"1/51, Central Market, Near Guru Nanak School, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.67001569,77.13315569,,96.0,,,,,,,,,,,,,,,,,,9230.0,"Fast Food, Street Food",3.7,,
,Gupta Sweets & Namkeen,"Shop 8, Near Bank of Baroda, Sector 4 Market, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66622,77.125859,,36.0,,,,,,,,,,,,,,,,,,6901.0,"Street Food, Mithai",3.5,,
,hug!,"Shop 3, Plot 40, NWH Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.6669277,77.1199768,,19.0,,,,,,,,,,,,,,,,,,18403003.0,Desserts,3.5,,
,Lucky's Bakery and Patisserie,"2/80, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.66594841,77.12720487,,89.0,,,,,,,,,,,,,,,,,,311421.0,"Bakery, Desserts",3.9,,
,McDonald's,"Shop 23, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.67033898,77.13317614,,141.0,,,,,,,,,,,,,,,,,,176.0,"Fast Food, Burger",3.7,,
,Mughal Darbar,"21, NWA, Club Road, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",New Delhi,,,28.66657825,77.12184951,,150.0,,,,,,,,,,,,,,,,,,1992.0,"North Indian, Mughlai, Chinese",3.5,,
,Nutritious Nation,"Shop 2, Ground Floor, Club Road Market, Punjabi Bagh, New Delhi",New Delhi,,,28.66624642,77.12559488,,64.0,,,,,,,,,,,,,,,,,,18287382.0,"Healthy Food, Continental, Juices, Salad",3.6,,
,Paapi Paet,"Shop 1, Building 28, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,,,28.6706461,77.13377662,,68.0,,,,,,,,,,,,,,,,,,18294251.0,"Fast Food, Beverages",3.6,,
,The Derby Cookhouse,"42, 3rd Floor, NWA, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",New Delhi,,,28.66695157,77.11988546,,47.0,,,,,,,,,,,,,,,,,,18291260.0,"Continental, Italian, North Indian",3.6,,
,The Midnight Heroes,"Central Market, Punjabi Bagh, New Delhi",New Delhi,,,28.67056226,77.13307187,,203.0,,,,,,,,,,,,,,,,,,311836.0,"North Indian, Biryani, Chinese, Fast Food",3.6,,
,World Art Dining - Brew House,"1, North West Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66624083,77.12735139,,121.0,,,,,,,,,,,,,,,,,,18198459.0,"North Indian, Finger Food, Italian, Chinese",3.8,,
,Yo! China,"19, Ground Floor, NWA, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66654178,77.12199099,,127.0,,,,,,,,,,,,,,,,,,18224547.0,Chinese,3.6,,
,Bake Me A Cake,"Punjabi Bagh, New Delhi",New Delhi,,,28.67409075,77.1290395,,147.0,,,,,,,,,,,,,,,,,,307911.0,"Bakery, Desserts",4.0,,
,Bakerz Lodge,"19 NWA, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.66666563,77.12192863,,99.0,,,,,,,,,,,,,,,,,,18287876.0,"Bakery, Desserts",4.1,,
,Hawalat Lounge & Bar,"16, N.W.A, Club Road, Punjabi Bagh, New Delhi",New Delhi,,,28.6665862,77.1224178,,126.0,,,,,,,,,,,,,,,,,,18375379.0,"North Indian, Continental, Italian",4.0,,
,Al Bake,"22/2, PVR Anupam Complex, Community Centre, Saket, New Delhi",New Delhi,,,28.5233797,77.2069673,,159.0,,,,,,,,,,,,,,,,,,7167.0,"Lebanese, Chinese",3.2,,
,Domino's Pizza,"11, PVR Anupam Complex, Community Centre",New Delhi,,,28.5232693,77.2075519,,253.0,,,,,,,,,,,,,,,,,,219.0,"Pizza, Fast Food",2.5,,
,Madhuban,"18-19, PVR Anupam Complex, Community Center",New Delhi,,,28.5229168,77.2070008,,151.0,,,,,,,,,,,,,,,,,,572.0,"North Indian, Mughlai, Chinese",3.1,,
,Pind Balluchi,"17, 1st Floor, Community Center, PVR Anupam Complex, Saket, New Delhi",New Delhi,,,28.5233392,77.2070122,,249.0,,,,,,,,,,,,,,,,,,302381.0,"North Indian, Mughlai",2.8,,
,Subway,"17, PVR Anupam Complex, Community Centre",New Delhi,,,28.52352259,77.20727418,,115.0,,,,,,,,,,,,,,,,,,309232.0,"American, Fast Food, Salad, Healthy Food",3.2,,
,Burger King,"PVR Anupam Complex, Saket, New Delhi",New Delhi,,,28.52317764,77.20790416,,116.0,,,,,,,,,,,,,,,,,,18303828.0,"Burger, Fast Food",3.6,,
,Lebanese Point,"GF 7, PVR  Anupam Complex, Saket, New Delhi",New Delhi,,,28.5233853,77.2070566,,223.0,,,,,,,,,,,,,,,,,,2222.0,Lebanese,3.7,,
,McDonald's,"Shop 2, PVR Anupam Complex, Community Centre, Saket, New Delhi",New Delhi,,,28.52335409,77.20765002,,219.0,,,,,,,,,,,,,,,,,,175.0,"Fast Food, Burger",3.6,,
,Nukkadwala,"PVR Anupam Complex, District Centre, Sector 1",New Delhi,,,28.52352259,77.20727418,,79.0,,,,,,,,,,,,,,,,,,18400733.0,"Fast Food, Street Food",3.8,,
,The Bunk House,"3, PVR Anupam Complex, Community Centre, Saket, New Delhi",New Delhi,,,28.52338296,77.20744852,,96.0,,,,,,,,,,,,,,,,,,18303724.0,"Italian, Continental, North Indian",3.9,,
,The Kathis,"GF-5, Community Centre, PVR Anupam Complex, Saket, New Delhi",New Delhi,,,28.5234779,77.2070571,,109.0,,,,,,,,,,,,,,,,,,731.0,"Fast Food, North Indian",2.4,,
,Locale,"17, Community Centre, Next to PVR Anupam, Saket, New Delhi",New Delhi,,,28.52332287,77.20718265,,317.0,,,,,,,,,,,,,,,,,,18219522.0,"North Indian, Chinese, Mexican, Italian, Thai, Lebanese",4.4,,
,The Coffee Shop,"8, PVR Anupam Complex, Community Centre",New Delhi,,,28.52294227,77.20764901,,326.0,,,,,,,,,,,,,,,,,,18219554.0,"Cafe, Italian",4.4,,
,Chakhna Food Point,"F/238, Near SBI ATM, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.5413709,77.1859094,,6.0,,,,,,,,,,,,,,,,,,7797.0,"North Indian, Fast Food",2.9,,
,Da Pizza Corner,"123, Near PNB ATM, Qutab Institutional Area, New Delhi",New Delhi,,,28.54047405,77.18545038,,4.0,,,,,,,,,,,,,,,,,,18352263.0,Pizza,2.9,,
,Parashar's,"Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.5365468,77.1832793,,4.0,,,,,,,,,,,,,,,,,,18312571.0,"Chinese, North Indian",2.9,,
,Cafe Coffee Day,"B-33-34, Gate 1, Rockland Hospital, Tara Crescent Road, Qutab Institutional Area, New Delhi",New Delhi,,,28.537381,77.181133,,0.0,,,,,,,,,,,,,,,,,,18421038.0,Cafe,0.0,,
,Cake Walk,"A-127, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.5408514,77.1855515,,0.0,,,,,,,,,,,,,,,,,,18412894.0,"Bakery, Fast Food",0.0,,
,Chhotu Restaurant,"F-93, Katwaria Sarai, Ground Floor, Near Shiv Mandir, Qutab Institutional Area, New Delhi",New Delhi,,,28.5424845,77.186376,,0.0,,,,,,,,,,,,,,,,,,18312463.0,North Indian,0.0,,
,Dabbba Wala Home Away,"67/2, Near Gumbad, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.539589,77.182736,,1.0,,,,,,,,,,,,,,,,,,18332442.0,North Indian,0.0,,
,Foodieholic,"F-154, Katwaria Saria, Qutab Institutional Area, New Delhi",New Delhi,,,28.54150757,77.18569312,,0.0,,,,,,,,,,,,,,,,,,18345771.0,"Chinese, North Indian, South Indian",0.0,,
,Fourteen Eleven Tea Cafe,"H-164, Katwaria Sarai, New Delhi, Qutab Institutional Area, New Delhi",New Delhi,,,28.5419777,77.1852381,,1.0,,,,,,,,,,,,,,,,,,18414497.0,Fast Food,0.0,,
,Hungry Folks Food Corner,"House 20, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.5416196,77.1857394,,3.0,,,,,,,,,,,,,,,,,,18355275.0,"Fast Food, North Indian, Chinese",0.0,,
,Hungry Folks,"House 220, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,18398593.0,"North Indian, Chinese",0.0,,
,Hussain - UP Ki Mashoor Biryani,"Sabzi Mandi, Katwaria Sarai Main Road, Qutab Institutional Area, New Delhi",New Delhi,,,28.5415131,77.1862789,,1.0,,,,,,,,,,,,,,,,,,18312455.0,Biryani,0.0,,
,Just Vada Pav,"Shop 2, Ground Floor, 124-A/1, Qutab Institutional Area, New Delhi",New Delhi,,,28.54039444,77.18585833,,3.0,,,,,,,,,,,,,,,,,,18025131.0,Street Food,0.0,,
,Mangal Ji and Gupta Ji Dhaba,"Near IIFT, Opposite Sahaj Yog Mandir, Qutab Institutional Area, New Delhi",New Delhi,,,28.5361558,77.1884819,,1.0,,,,,,,,,,,,,,,,,,18161591.0,North Indian,0.0,,
,Pandey Ji Restaurant,"F-226, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.54186954,77.18608741,,0.0,,,,,,,,,,,,,,,,,,18312459.0,"North Indian, Chinese",0.0,,
,Quality Restaurant,"F-124, Basement, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.5413154,77.1857753,,3.0,,,,,,,,,,,,,,,,,,302573.0,North Indian,0.0,,
,Ravi Ke Parathe,"F-114, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.54151493,77.1864086,,2.0,,,,,,,,,,,,,,,,,,18352264.0,North Indian,0.0,,
,Sahara Restaurant,"F-94, Katwaria Sarai, Near Panchayat Ghar, Qutab Institutional Area, New Delhi",New Delhi,,,28.5418908,77.1863386,,3.0,,,,,,,,,,,,,,,,,,3555.0,"North Indian, Mughlai",0.0,,
,Shere-E-Punjab,"Near Main Gate, Sanjay Park, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.536976,77.182236,,1.0,,,,,,,,,,,,,,,,,,18414494.0,"North Indian, Chinese",0.0,,
,Shree Jagannath Restaurant,"F-44, Gummad Wali Gali, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,18306540.0,North Indian,0.0,,
,Sumona Restaurant,"F-95, Katwaria Sarai, Near Shiv Mandir, Qutab Institutional Area, New Delhi",New Delhi,,,28.54210988,77.18650181,,3.0,,,,,,,,,,,,,,,,,,18153550.0,North Indian,0.0,,
,The Hubbub Cafe and Restaurant,"2, Lalitaksh Singh Lakra Marg, Jia Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.546945,77.189514,,0.0,,,,,,,,,,,,,,,,,,18439705.0,North Indian,0.0,,
,Welcome Fast Food & Parantha,"F/100, Katwaria Sarai, Qutab Institutional Area, New Delhi",New Delhi,,,28.542264,77.1856278,,0.0,,,,,,,,,,,,,,,,,,7809.0,"Chinese, Fast Food",0.0,,
,Abdul Muradabadi Chicken,"Kashmiri Market, Sector 1, R K Puram, New Delhi",New Delhi,,,28.5645773,77.1802838,,11.0,,,,,,,,,,,,,,,,,,307171.0,North Indian,2.9,,
,Anupam Sweets,"Shop 1, Main Market, Sector 12, R K Puram, New Delhi",New Delhi,,,28.5750988,77.1759708,,17.0,,,,,,,,,,,,,,,,,,300271.0,"Mithai, Street Food",2.5,,
